season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url,ngs_position,week,game_type,status_description_abbr,football_name,esb_id,gsis_it_id,smart_id,entry_year,rookie_year,draft_club,draft_number
2024,SEA,OL,T,70,DEV,Jason Peters,Jason,Peters,1982-01-22,76,328,Arkansas,00-0022531,6012,46aab8e6-3ca9-4213-a6cb-87db90786f6b,7122,3874,2148,,8920,412,20,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xcsyqvrlrpe6s3d0rodq",,13,REG,P07,Jason,PET150539,29550,32005045-5415-0539-96c0-31361312950f,2004,2004,,
2024,SEA,OL,T,70,DEV,Jason Peters,Jason,Peters,1982-01-22,76,328,Arkansas,00-0022531,6012,46aab8e6-3ca9-4213-a6cb-87db90786f6b,7122,3874,2148,,8920,412,20,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xcsyqvrlrpe6s3d0rodq",,16,REG,P02,Jason,PET150539,29550,32005045-5415-0539-96c0-31361312950f,2004,2004,,
2024,SEA,OL,T,70,DEV,Jason Peters,Jason,Peters,1982-01-22,76,328,Arkansas,00-0022531,6012,46aab8e6-3ca9-4213-a6cb-87db90786f6b,7122,3874,2148,,8920,412,20,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xcsyqvrlrpe6s3d0rodq",,8,REG,P07,Jason,PET150539,29550,32005045-5415-0539-96c0-31361312950f,2004,2004,,
2024,SEA,OL,T,70,DEV,Jason Peters,Jason,Peters,1982-01-22,76,328,Arkansas,00-0022531,6012,46aab8e6-3ca9-4213-a6cb-87db90786f6b,7122,3874,2148,,8920,412,20,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xcsyqvrlrpe6s3d0rodq",,6,REG,P07,Jason,PET150539,29550,32005045-5415-0539-96c0-31361312950f,2004,2004,,
2024,SEA,OL,T,70,DEV,Jason Peters,Jason,Peters,1982-01-22,76,328,Arkansas,00-0022531,6012,46aab8e6-3ca9-4213-a6cb-87db90786f6b,7122,3874,2148,,8920,412,20,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xcsyqvrlrpe6s3d0rodq",,11,REG,P07,Jason,PET150539,29550,32005045-5415-0539-96c0-31361312950f,2004,2004,,
2024,SEA,OL,T,70,DEV,Jason Peters,Jason,Peters,1982-01-22,76,328,Arkansas,00-0022531,6012,46aab8e6-3ca9-4213-a6cb-87db90786f6b,7122,3874,2148,,8920,412,20,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xcsyqvrlrpe6s3d0rodq",,7,REG,P07,Jason,PET150539,29550,32005045-5415-0539-96c0-31361312950f,2004,2004,,
2024,SEA,OL,T,70,DEV,Jason Peters,Jason,Peters,1982-01-22,76,328,Arkansas,00-0022531,6012,46aab8e6-3ca9-4213-a6cb-87db90786f6b,7122,3874,2148,,8920,412,20,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xcsyqvrlrpe6s3d0rodq",,15,REG,P02,Jason,PET150539,29550,32005045-5415-0539-96c0-31361312950f,2004,2004,,
2024,SEA,OL,T,70,DEV,Jason Peters,Jason,Peters,1982-01-22,76,328,Arkansas,00-0022531,6012,46aab8e6-3ca9-4213-a6cb-87db90786f6b,7122,3874,2148,,8920,412,20,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xcsyqvrlrpe6s3d0rodq",,5,REG,P07,Jason,PET150539,29550,32005045-5415-0539-96c0-31361312950f,2004,2004,,
2024,SEA,OL,T,70,DEV,Jason Peters,Jason,Peters,1982-01-22,76,328,Arkansas,00-0022531,6012,46aab8e6-3ca9-4213-a6cb-87db90786f6b,7122,3874,2148,,8920,412,20,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xcsyqvrlrpe6s3d0rodq",,17,REG,P02,Jason,PET150539,29550,32005045-5415-0539-96c0-31361312950f,2004,2004,,
2024,SEA,OL,T,70,DEV,Jason Peters,Jason,Peters,1982-01-22,76,328,Arkansas,00-0022531,6012,46aab8e6-3ca9-4213-a6cb-87db90786f6b,7122,3874,2148,,8920,412,20,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xcsyqvrlrpe6s3d0rodq",,18,REG,P02,Jason,PET150539,29550,32005045-5415-0539-96c0-31361312950f,2004,2004,,
